will,today,can,people,us,need,thank,biden,time,day,get,support,congress,help,work,american,must,now,act,one,make,new,great,just,families,americans,t,vote,country,like,party
0.16098468682568334,0.38697206311304205,0.14063011689701949,0.23505226046434025,0.35832282018881584,0.09491865552527225,0.1074360703612517,0,0.32627325243084887,0.24417510546340632,0.16721731608811405,0.09555275205035088,0.1849057990526848,0.12361305023485451,0.049397970454897695,0,0.05064380363167375,0.12185478629166352,0.030683750011780198,0.1923831968127756,0.19646226723080062,0.07516840774173633,0.4428854433596887,0.0729039520716466,0.07925815671897272,0.11206708601872123,0.10256128132779775,0.12185478629166352,0,0,1
0.35572760281280513,0.1280711433665917,0.28415440955869486,0.1310184578625495,0.19972963980587025,0.20501769010163745,0.1646837925820219,0.014346589726009022,0.13315128227263118,0.1769346077078999,0.1065224745631308,0.23634674043694648,0.5604254548718351,0.11713354727364134,0.1789742346464066,0.17540255993166237,0.06704370112265097,0.10188304178546526,0.06413686896759267,0.22452257411341436,0.08213125635308867,0.07332320682637948,0.05485888087102994,0.09820551440193524,0.05522325889269353,0.07808293758969229,0.05002182611752431,0.1222596501425583,0.07283329046439233,0.13031945732216732,0
0.18742555929714677,0.1647058002863619,0.3296985679815097,0.13383017212199083,0.18801467738844405,0.14570474813609338,0.1874086228467047,0.06321537764835322,0.17692197449181918,0.10086082968571125,0.09734093226493912,0.20534936395617293,0.41801800445833576,0.1324814230465365,0.07031350044662643,0.40400351613736146,0.14134672591679615,0.195895523922594,0.16613823896485683,0.07114468361218884,0.09732780881384435,0.16084270531939826,0.050817121121388566,0.07596390407710715,0.022120931192104582,0.21268968556846748,0.18319889464162245,0.19861629508818557,0.059739346103360215,0.06960322652013302,0
0.2802731795056409,0.06157011763200706,0.30722386504665133,0.27372558157190385,0.13973958822306107,0.17223003118457386,0.09019746010441414,0.0167291690128906,0.126230973543823,0.06745032633964267,0.1953766464970576,0.06340036873083327,0.08763368617153389,0.06695404474825593,0.1257533198535625,0.08522173580476908,0.01645849279571074,0.09504244050341762,0.039887073426564695,0.2031955738516124,0.1755802208647362,0.0922859323160113,0.058638664787485986,0.22771330955473787,0.03005069378258142,0.12140052652771496,0.6277321565358223,0.09768250829517922,0.06066351701561793,0.15196198322018914,0
0.37254939484613764,0.1270680857549195,0.07183245981283805,0.15436587617874392,0.19871580968538693,0.10389321788072393,0.02351883094955647,0.3606004107593359,0.1428489601579969,0.1069047482502704,0.23009199016202694,0.08366981460437344,0.22262751403598036,0.05412026746430794,0.021627420148064846,0.22962133469647894,0.05543217711941972,0.16005139295684356,0.04030187963869058,0.08422921404628718,0.07526322362689421,0.06582046675686441,0.44167047573526325,0.13831484057641222,0.011566935778515289,0.39252170593675095,0,0.07469065004652699,0.021793560235101796,0.12598343722682462,1
0.24929446728314028,0.20209065428881243,0.33479001197019864,0.23223483557721367,0.17667674462181002,0.22909340197448705,0.14557481303868086,0.05812533959772366,0.17368097643915228,0.20402715969591748,0.21848574525750553,0.1942095513400049,0.19834854411973296,0.13539135582425268,0.105978455758511,0.20134943851909634,0.0786292067546997,0.1403452259723925,0.057167244575054794,0.18193105284161076,0.18994795231967143,0.1273155615547021,0.058343580226226655,0.1522922068934514,0.09993610070634844,0.20879346601332338,0.3184718214769608,0.14997676108814492,0.0632324449291187,0.18276593338786942,0
0.07773078271592819,0.10899457459620322,0.035208788615666696,0.07061848942400177,0.0179422625971876,0.14258556922852522,0.10086816682243445,0.7346123483643471,0.1312830627496437,0.0641894165796144,0.0179422625971876,0.0717690503887504,0.22568250680928748,0.02785348733756276,0.0092756235550688591,0.3151378827470679,0.01901911570691504,0.04576216859179775,0,0.03612444186518403,0.03689038267821324,0.009409750333540148,0.10164255904248247,0.036505122720149046,0.019843428616568525,0.42086429594198665,0.07703311113081114,0.027457301155078644,0.07477502514181653,0.14408560119692734,1
0.18796724905825443,0.09932044399046007,0.056068654607268405,0.0440457579058493,0.0314296066518371,0.04825069354326622,0.0331966007149108,0.7470571114633395,0.04831684606869583,0.057437455595293056,0.04095372987966652,0.03714408058853475,0.10320966415309837,0.03844153518298311,0.053175877778459724,0.42238626997437684,0.08884250389956416,0.05246964733890906,0.0954211916446279,0.038351198350480314,0.05091365854665485,0.057940719924141515,0.04610611789458962,0.02809762502126893,0.03475989455980404,0.38872200801641404,0.015334036866703302,0.027206483805360254,0.026792185278810682,0.03250553439578313,1
0.29104610881198045,0.18474716010970882,0.25688061496671954,0.07190170432452674,0.12234536837174716,0.1908034057647823,0.05915580556153073,0.06658540521357813,0.07332678530696111,0.08237499419889885,0.22882341934374556,0.08685268471441436,0.20927965398382503,0.21391252873772598,0.2655161426898864,0.48954721799711587,0.16155704053718578,0.12013191506798432,0.20917498516092717,0.09457936029251812,0.13650639221437671,0.049929320023911705,0.06279259928734543,0.06159344895597006,0.1246875757905574,0.33301493025470374,0.06767637652165542,0.10990792229624097,0.08091932000871145,0.08466904657467887,0
0.16586389295394183,0.1475958989270884,0.11702848202901038,0.16952344111659723,0.17228542392803253,0.13164778661282353,0.1639097484670948,0.0571166324622878,0.090505183150328,0.10837106615915436,0.053010899670163855,0.13252724917540964,0.589848326418452,0.26059728977544594,0.05481016086934743,0.23277084751829538,0.04214436846077651,0,0.17022777036518605,0.05336531981356985,0.12261783651311359,0.041702042438959974,0.040950775530681126,0.09437345006223748,0.029313973023387188,0.12434549347433972,0.05689910209646726,0.4867400292001633,0.013807802019657712,0.01330327506702459,0
0.31758071474705946,0.17812544114120116,0.2805089841288584,0.06491753526023883,0.043983475122989904,0.13107479066024857,0.3461740388062417,0,0.08582024767116389,0.08991615162392368,0.17593390049195962,0.17593390049195962,0.5957923353072412,0.13655949585669713,0.15916716689007634,0.289697142801196,0.04662326158839564,0.06730854125878986,0.05649561844590408,0.022138769866714987,0.11304087346954104,0.04613392736473299,0.1812112782367639,0.0447441382692461,0.02432198682256702,0,0,0.13461708251757973,0.04582567890102044,0.06622686333626897,0
0.2500659857630739,0.08546948492357163,0.0934472689349283,0.17677847127127025,0.14935478765112073,0.10320949986289148,0.11195275998902494,0.6530185351906265,0.11825739634874678,0.07743838334549859,0.07792423703536734,0.06277230205626813,0.18849068976844952,0.04256324874399257,0.04252257548708569,0.42770663226330535,0.03671158646354726,0.08612397069524261,0.005560646420714497,0.06755005288814869,0.06898230594889926,0.03859667269097454,0.08472066328037017,0.0946858586899289,0.05266623145615482,0.31479412809435625,0.09060974394554906,0.03091629717265119,0.11050591013962104,0.08473992052926586,1
0.04114389189591026,0.06057682528884889,0.02515922047436603,0.03784650540762797,0.08974729059650903,0.021226599911378395,0.16337585893019993,0,0.016677550754970575,0.1266829666357426,0.004273680504595668,0.029915763532169678,0.08270073772252395,0.03538369223309379,0.039768614695597865,0.9570522327031812,0,0.008720099227148387,0.07685202487094701,0.03872028120537938,0.021967367326859055,0.026895782849505234,0.03521500312777807,0.004347590791348347,0.05199172675127569,0.040098388414615715,0.009174286226858109,0.004360049613574194,0.008905358659429137,0.008579963389410764,1
0.2548597371121313,0.1935731784487109,0.10101068727162477,0.014471269474114739,0.04412113356777344,0,0.23150499077447625,0.2535378533335486,0.14348140976926602,0.21046099451548872,0.04412113356777344,0.20589862331627606,0.4268978800924773,0.10654536398436995,0.1520622138487438,0.4520504023737095,0.0779486366245015,0.07502133549593536,0.05667243710224264,0.05922149137960943,0,0.10798273790338331,0.3332604532189167,0.029922784946422563,0.06506162454460508,0.27598168981689025,0.04735729631273489,0.07502133549593536,0.07661517171968504,0.029526283828323886,1
0.20770198593332395,0.03276461063387578,0.0846722695441718,0.10260423852128184,0.1833818105371532,0.06786534469468387,0.07681509928011324,0.43391186113210817,0.0701594706749881,0.06615714585810413,0.06831871372952766,0.07551015728000426,0.14612102392504372,0.03349189336411699,0.026024357842997583,0.2210433881292152,0.17151879064980807,0.08070457233182635,0.013855830505669414,0.07601500290492866,0.048054646688715945,0.0641159215946248,0.037035803631516484,0.047552794178006744,0.023860351386173463,0.7422216660383772,0.030875663936701797,0.05135745512025312,0.06368752463256243,0.05414155519500601,1
0.27012007918255804,0.14951211001528772,0.3622295166878386,0.18163150664248598,0.1845907616933353,0.2713813855551259,0.27396230290835666,0,0.12966199108033147,0.1962282255460381,0.19935802262880212,0.16243987029013504,0.2428992682916315,0.22924629112327424,0.07634240811877027,0.2593721566591026,0.03913389446906685,0.09039420274771748,0.01896815876799971,0.1337939266727161,0.1214495449651465,0.23233898917759294,0.06844601297476098,0.15773782800751332,0.03266400618627764,0.20783375038455965,0.2536063769165462,0.08286135251874104,0.09231463716552508,0.03705897002944315,0
0.09972580341913963,0.22045593321485155,0.06430040641628428,0.06864411475778764,0.05707841560801268,0.05459965158746396,0.24482303928495605,0.665102248070428,0.16705650532818628,0.12532979065555408,0.09301667728713177,0.23465570861071877,0.2618155585352248,0.02187858625533148,0.0655730375180318,0.2506313090090128,0.04257698045437283,0.0733291146954356,0.005430794483222563,0.07661337378604145,0.06737143458567832,0.04656486279281435,0.261291380787763,0.06236669809671591,0.032732236886101246,0.2082678870350009,0.04084330602941787,0.18332278673858904,0.08810235236344542,0.03395326282558889,1
0.1986953171279888,0.19851089170406422,0.09112566398970247,0.08123169737163634,0.20638793853353163,0.09225824845275647,0.19724688529295642,0.7115930710531196,0.020135134788418,0.11602863367947662,0.07223577848673607,0.05159698463338291,0.19969245192053534,0.053399283780691115,0,0.2718748163241021,0.03281622980004921,0.05263973586009997,0.013254994284356222,0.03116517097625576,0.06365192230992343,0.08659148590363293,0.010628941338119521,0.08398290888135945,0.011412842453473,0.2904694342912406,0.09968666456567868,0.20003099626837986,0.10751614525494362,0.04143503368418494,1
0.3401668361144215,0.05962299988912607,0.28890248998705004,0.34767212794092234,0.17666831075315684,0,0.06621316029592382,0.5076037336123239,0.11490465560899656,0,0.3533366215063137,0,0,0,0,0.25858350313808703,0,0.1802386957101238,0,0.11856631954216387,0.12108026241571543,0,0.060655906045752786,0.23963155259345897,0,0,0,0,0,0.2364562405793816,1
0.11488483915247662,0.28996599185332433,0.2575881984445264,0.16438745097420235,0.11933268213947269,0.09483262391383376,0,0,0.18627287285211946,0.1219768959926252,0.2625319007068399,0.09546614571157815,0.046184551403547394,0.04940040433102279,0.14805959255318524,0.10479795563201974,0,0.36523302157670656,0,0.2642871358467094,0.22081972424979948,0.17523398013762378,0.049164891599509666,0.36418936985479355,0.02639543978170803,0,0.23055372597226964,0,0.04973232477724489,0.38332113701652964,0
0.19851264745167452,0.17956101991832385,0.09539219123309016,0.031537701048059565,0.08547075510016937,0.09551650904971609,0.08288645387750501,0.805792114214661,0.04794635686158806,0.11466609648827691,0.17735181683285142,0.10470167499770747,0.21294728652711226,0.10504182758994556,0.08505780690094089,0.17826848077620935,0.027180153651228885,0.035969207827441126,0.009606182232202057,0.04302109763282335,0.10653817282558285,0.059392869884208555,0.13315228287233807,0.06412482220186548,0.10279838955994008,0.13532754053431537,0.035549171675056314,0.11444747945094902,0.08348494877257431,0.03860854560562866,1
0.19375675690766458,0,0,0.1980317209828199,0,0.1999226115706382,0,0,0.19634677217830693,0.20571772532864344,0.20125817866838155,0,0,0.20828819110767718,0,0,0.21333722914393854,0.4106510269956376,0.2585108438878977,0.20260375010725723,0,0,0,0.4094775935268368,0,0,0.43203981547389175,0.2053255134978188,0,0,1
0.15595751068284328,0.04176267765482803,0.13686930058365956,0.12988025011167273,0.08699758842232148,0.08046024646414884,0.016021742258304227,0.8209946970183235,0.06292422917724881,0.056728215225671924,0.10574706868575284,0.03974889815847447,0.09578565919481237,0.04424204475758514,0.028691076987133562,0.30626374333576145,0.028619684223554282,0.10405848837933576,0.013486600338729655,0.09890413798193212,0.05397009978338018,0.029105953863529977,0.02317427585231066,0.12970142714407293,0.013271154714268119,0.2322138032087662,0.10545344175687023,0.028310029926731057,0.08829722121526797,0.08808226503948752,1
0.22264330712735728,0.23032628319958764,0.10482172620382582,0.05194204172640294,0.05027458497818299,0.09613634488107985,0.18088618010717647,0.4658481385570284,0.046595323086812704,0.1323256094726545,0.059072637349365006,0.08420992983845649,0.10458376934266238,0.1092644537949609,0.13255147854440655,0.40287913493146016,0.06661493663618777,0.03718569306104794,0.08233488934655546,0.05314124620928705,0.07752570232380694,0.04218609912363695,0.16958814551132748,0.0230148217923018,0.05838177540208806,0.5542570518697857,0.026981043156499882,0.04231475417291663,0.1361887425286448,0.07065288775020594,1
0.13667595087389445,0.046314896264749446,0.01857254421617231,0.08847128908936815,0.05915310468750477,0.028205068534080457,0.03369820687528196,0.7648146687857938,0.02539220690800358,0.037084488011431986,0.03075961443750248,0.014196745125001143,0.0686809234940294,0.014692641965003441,0.022833380484004406,0.4709974997616101,0.05267080328135746,0.036209136966199554,0.03039224365942929,0.03414119181224705,0.028378555188611085,0.03722714079441227,0.03899358904996747,0.031291580250349955,0.05844274252116975,0.3589077907883162,0.018624267438166725,0.010460417345790982,0.07313506552804207,0.035627240176915646,1
0.21328657248603644,0.11826927287864727,0.06323555996317155,0.0871969735374239,0.10875801471601,0.14804972649037212,0.19021892048478214,0.8506501787456054,0.11396348803749023,0.08646393118127044,0.10472994009689852,0.10070186547778705,0.1481011531542836,0.02084388275827338,0.03748313598087213,0.07074909867905785,0.03415864274285116,0.07808012278521177,0.020695824158196534,0.07299009918992723,0.028986882046052254,0.04647517994337581,0.06638243554163605,0.10654117046281587,0.044548902756043195,0.15117583119889186,0.030264659023285158,0.05753272205226131,0.03777107839063001,0.05256470686334015,1
0.2529042338936024,0.0971805741257555,0.029740246720943227,0.059650200450111796,0.2829029426245103,0.07025639341060493,0.42600786416344266,0,0.04928555662716496,0.09811179337447519,0.03536286782806379,0.13134779478995123,0.3714842165414369,0.14639241636830844,0.10446608886191275,0.1552783440053325,0.042840303289967595,0.08246293726333245,0.038933721274326615,0.08136982126475054,0.036354103048877276,0.06888484376704188,0.08845737589635147,0.22612507442184518,0.044697057073875196,0.4502958140094308,0,0.3762371512639543,0,0.05071107594881997,0
0.2248307876127322,0.0812777348967341,0.050123847950951005,0.15798155688416557,0.13866156130630386,0.043497281338465844,0.07385023975331703,0.1258113686141727,0.04983916447777846,0.05967750357421083,0.05838381528686478,0.03648988455429049,0.08473465535304624,0.015105795148955483,0.07545680058134338,0.41659039285559474,0.06962386147674883,0.08934558783936236,0.046870298200624445,0.09550800619159219,0.015005084200502117,0.13778624912934118,0.03758444850199361,0.02969676107420796,0.040356360601554675,0.787453997491086,0.007833263270992739,0.03722732826640099,0.01520729072038408,0.08058395112719921,1
0.24765681798879302,0.10724387812107239,0.14847110047494155,0.22334206708536516,0.12105647834209116,0.07515821051915307,0.18715336882437728,0.13043239076615262,0.2952556876322976,0.17014097189841293,0.2572450164769437,0.18158471751313673,0.40995238401368317,0.03132125494547813,0.06258264897870748,0.06644487085815391,0,0.07718935865826139,0,0.07616614840563385,0.03111243486939449,0.07935950324593125,0.4364070648837175,0.061575032329531806,0.0334709122322593,0.2839572169378825,0.22738736158214745,0.046313615194956824,0.17342436048051993,0.10632844830358412,1
0.30621945399342704,0.10063658769646908,0.19635367936667641,0.1017171173443612,0.15638684741722605,0.15403253307094636,0.06854613379801511,0.29130356798931234,0.12800402918008766,0.10295560269429467,0.10867560583230962,0.08084404824110838,0.23594641165255217,0.09189759173948636,0.12058597286798044,0.5761251379371509,0.20932331211019622,0.12033656313365126,0.15491192015791108,0.0893895933957217,0.10899690360717486,0.06950549002288996,0.05460267274426279,0.07415279333613878,0.08208158784990476,0.32952544723124283,0.042675607327620727,0.06490061831927259,0.11460819631705507,0.05986653448089307,0
0.1379703765331835,0.2901943471752305,0.16070091768995004,0.12086956661793645,0.552774824202674,0.3864083210651758,0.09207705014227881,0,0.03994705013627849,0.1464875469435574,0.0818925665485443,0.3275702661941772,0.3169434711028429,0.16950620009005504,0.021168027587049904,0,0.021701892254201285,0.04177378874609631,0,0.08244008366975164,0.08418804769222318,0.0644223604370341,0.04217452299089214,0.041654420332015114,0.045284960292252804,0.2881380526283606,0.021974789778987345,0.04177378874609631,0,0.12330739665070097,0
0.2847986808697591,0.04991830453515807,0.06219733157943045,0.06237479014527536,0.09860828376395749,0.006996707889987087,0,0.8196086610016182,0.07558720342880616,0.03599759978646924,0.06339103956254409,0.11973863028480553,0.2998578185867816,0.07289478757130519,0.0582601037013819,0.15463891069623928,0.022398541055251978,0.09341531794354944,0.009047125019365812,0.15599187809300014,0.1303358311230248,0.014775638181666488,0.07254726712554224,0.057322082517711856,0,0.09912917463264494,0.007560066272560381,0.05030055581575739,0.03669228318226365,0.07777346298092495,1
0,0,0.19242789095516713,0,0,0.19481954254937334,0,0,0.19133497725097603,0,0.39224203800119434,0,0.7590344171400353,0,0,0,0,0.20008453420601013,0,0.19743224442992605,0.20161836900400798,0,0,0,0,0,0,0,0,0.19686908755925556,0
0.32122108225142937,0.16134381429111144,0.3420328653117635,0.05390137307532801,0.19919842995633602,0.15335431193843468,0.08398932557181589,0.12877589607049567,0.0971686442849087,0.15779956040723953,0.22907819444978642,0.22907819444978642,0.2505570341617163,0.26284953076223216,0.11327772085210032,0.02186700643346524,0.0791826971540064,0.040644827643140764,0.0895528027703272,0.11029162668276977,0.33789036766694014,0.09924540500066638,0.12310419543092141,0.1266521413448451,0.2092902616803264,0.1635380559323227,0.3046779420938052,0.15241810366177785,0.07782812121405486,0.05998747102464435,0
0.17193245520853914,0.07232541919674551,0.22195287106704126,0.23430119662166127,0.20240079255580715,0.1774038026215704,0.32127833779912746,0.3591854516619745,0.10453844238002703,0.07301846740245559,0.17858893460806513,0.04762371589548403,0.3686299369743871,0.12321806874294604,0.04924012883517829,0.4705103809755462,0.05048198119402374,0.10931888069160046,0.015292853024254774,0.0958842368375613,0.07343794133097359,0.06244018474601343,0.11036757223744373,0.09689466887117482,0,0.22341799482564467,0.03833758750290685,0.10931888069160046,0.03721379063268614,0.10756207809942785,1
0.12176828869476303,0.0346824221981779,0.03562154083709417,0.03457081410878998,0.05650728564599592,0.03228334254213022,0.018105759272917212,0.8706701159438838,0.023708029427322704,0.04548926300377772,0.02430106066641275,0.022544357485708214,0.04702540684524762,0.014544523069542625,0.020887772554923738,0.2339817248823593,0.0375530849388085,0.04480513351406937,0.031214074090357945,0.033600514708165885,0.02558421046473137,0.032552465714378004,0.018998677876537865,0.03097612477849233,0.009714219145436374,0.37772410607528717,0.057195092060411346,0.013740240944314605,0.045146929679925896,0.026744957798224653,1
0.23868009607792606,0.1310648300718833,0.0723598295720436,0.07256628330976123,0.1937861596099171,0.14028353015639963,0.274342509521793,0.45309368748814344,0.06659096116143906,0.08019438815773436,0.08237873181798096,0.15141995467495548,0.21558645893754338,0.05846142666689153,0.09896497866566535,0.32382999222423964,0.05572033483521709,0.11365892044835532,0.09573585833879944,0.13505661321372026,0.047586500777716235,0.10039602572046434,0.18909382761534607,0.053474559293727804,0.08156299431335731,0.5042445825508867,0.01768419665183285,0.05762987515691255,0.10136005926879348,0.05670373766426964,1
0.2702089636924475,0.1534499018070509,0.18726181349280355,0.2154131738579316,0.2806702835066992,0.11709924687226339,0.21459137431906838,0.048385344224326624,0.1423868902139459,0.2926272598004134,0.04490724536107187,0.0673608680416078,0.3693283773769891,0.11038019072672837,0.09286291527796656,0.4929692585604267,0.08330433016492143,0.045814800047096003,0.03605136065706192,0.10171684375270006,0.1269565364988747,0.05887857854128043,0.23705328518258803,0.05710485557667123,0.09312305020711659,0.15800562581675787,0.01205026680630393,0.166078650170723,0.06433369295344687,0.05634817002331933,0
0.17728389856256277,0.13529377214980973,0.05596280247177885,0.04329447914513525,0.040740611206227795,0.05503954394690763,0.06596247572776348,0.3722380903392439,0.07949279437825804,0.0849524450605965,0.022814742275487562,0.040740611206227795,0.08514489761858224,0.07083500552262108,0.08424680463914798,0.5581430832644461,0.031093753304483572,0.051539310574290696,0.054423454724867294,0.0524966331968279,0.02512955202502098,0.04444181294552928,0.11245998644179492,0.03481396070105146,0.0901149903349283,0.6421872643671612,0.033233904730884105,0.013300467244978244,0.04754062978436883,0.034352647545603986,1
0.2492545444244038,0,0.05080584057917466,0.15285239240046605,0.15534275997273872,0.15431189165988332,0,0.4463311196877805,0.050517283659768084,0.15878489728619305,0,0.15534275997273872,0.5010108124126882,0.10717928811797434,0.10707686805255734,0,0,0.1584821653987369,0,0.36488981717430624,0.15969707919062623,0.16293782119716035,0.3200049566430577,0,0,0,0,0,0.16184913579937024,0,1
0.33730018463446665,0.20100985428989432,0.11458714121233272,0.08043985318143475,0.09342906285519237,0.08120792690473211,0.7156413446557255,0.050332605913114406,0.11963314853009203,0.10743670751415599,0.05839316428449523,0.22773334070953138,0.13559715825515634,0.1933851397021587,0.06641261745827821,0.2820448071393484,0.09284668045660487,0.16084781053954875,0.02250134569886332,0.12344549523495078,0.054026953070177824,0.02449925561511382,0.03608684822206729,0.06534333611339514,0.051664413265540596,0.05478818034526148,0.031338070444306136,0.08935989474419374,0.012167780690512709,0.035169536741040335,0
0.28196190172049446,0.18447502117903733,0.27412055534213936,0.2523261162589044,0.1997510606629311,0.2346247406311202,0.2807411161324908,0.029084044028132208,0.18829276986406512,0.12554139392246594,0.1538623034836091,0.2577868418014854,0.3865417655792674,0.11174509675086405,0.21350827479521237,0.13630714695025756,0.11302319550458824,0.1418253888200181,0.06587736239963703,0.11820628618909444,0.15817512491851018,0.07644551770398628,0.08201911576761306,0.09199173076004306,0.08806815435812175,0.2659325757526146,0.09126582127590578,0.06747033060369793,0.0998401202021126,0.08399867886971825,0
