"job_id","job_title","location","salary_currency","salary_min","salary_max","website","highest_ed","years_exp","continent","country","skills"
"41014","senior machine learning engineer remote",NA,"USD",150000,185000,"ai-jobs.net",NA,5,NA,NA,"Engineering, Machine Learning, ML models, NLP, Prototyping, Research, Creativity, Natural Language Processing, Travel"
"41020","cyber security data integration engineer security engineer","United States","USD",56000,105000,"ai-jobs.net","bachelor",6,"Americas","United States","Agile, Ansible, Architecture, Computer Science, DevOps, Engineering, Git, GitLab, Linux, Logstash, Python, Security, Splunk, Data integration, Cybersecurity, Scripting, Leadership, Automation, SQL"
"41011","sr staff software engineer machine learning","United States","USD",236000,278000,"ai-jobs.net","phd",10,"Americas","United States","Blockchain, Crypto, Finance, Machine Learning, ML models, PhD, Privacy, PyTorch, TensorFlow, Communication, Unsupervised learning, Reinforcement learning, Transformers"
"41023","senior analytics engineer","United States","USD",140000,175000,"ai-jobs.net",NA,4,"Americas","United States","Business Intelligence, Engineering, FiveTran, Snowflake, Data modeling, SQL, C"
"41127","azure data engineer","India","USD",55000,102000,"ai-jobs.net","master",3,"Asia","India","Azure, Data governance, Data management, Data pipelines, Data warehouse, Engineering, ETL, Pipelines, Power BI, SQL, SSIS, Automation, Microsoft SQL Server, Streaming"
"41140","senior staff analytics engineer remote americas","Canada","USD",110000,184000,"ai-jobs.net",NA,NA,"Americas","Canada","Architecture, Data warehouse, Engineering, Excel, Pipelines, Spark, SQL, Collaboration, Data science, Data engineering, Testing, Communication"
"41036","data engineer","Costa Rica","USD",115000,180000,"ai-jobs.net",NA,NA,"Americas","Costa Rica","Agile, AWS, Azure, BigQuery, Linux, Python, Testing, Collaboration, Communication, Automation"
"41038","technical lead data engineering","Canada","USD",115000,180000,"ai-jobs.net",NA,NA,"Americas","Canada","Airflow, Data Analytics, Data pipelines, Data quality, Data warehouse, DevOps, Docker, ELT, Engineering, ETL, FiveTran, Kubernetes, MS SQL, MySQL, Pipelines, PostgreSQL, Python, RDBMS, Redshift, Snowflake, SQL, Data engineering, Hypothesis testing, Collaboration, Data science, Data analysis, Programming"
"41060","senior consultantmanager data analytics","Austria","USD",62000,115000,"ai-jobs.net",NA,NA,"Europe","Austria","Agile, Data Analytics, Machine Learning, NLP, Pandas, Python, Scikit-learn, Automation, Data science, Natural Language Processing, Tableau"
"41080","senior associate data engineering l de big data gcp","India","USD",73000,120000,"ai-jobs.net",NA,5,"Asia","India","Agile, Airflow, Architecture, AWS, Azure, Big Data, BigQuery, Cassandra, CI/CD, Consulting, Data Analytics, Data governance, Data management, Data pipelines, Engineering, ETL, Flink, GCP, Hadoop, HBase, HDFS, Informatica, Kafka, MongoDB, MPP, MySQL, NoSQL, Oozie, Oracle, Pipelines, PostgreSQL, Pulsar, Python, Redshift, Scala, Security, Spark, SQL, Streaming, Problem solving, Creativity, Data engineering, Data integration, Programming, Data wrangling, Data storage, Data visualization, Cloud computing, Data processing, Aggregation, Data security, Talend, Optimization, Communication"
"41129","senior manager data engineering","India","USD",115000,180000,"ai-jobs.net","master",12,"Asia","India","Agile, Architecture, Business Intelligence, Consulting, Data management, Data strategy, Data visualization, E-commerce, Engineering, ETL, Hadoop, JavaScript, MPP, Open Source, Privacy, Scala, Security, Spark, Problem solving, Data engineering, Data integration, Data storage, Cloud computing, Programming, Leadership, Data security, Google Analytics, SQL, Communication, Travel, Collaboration"
"41062","senior data analyst","United States","USD",92000,130000,"ai-jobs.net",NA,5,"Americas","United States","A/B testing, Business Intelligence, Content creation, Data visualization, Excel, Looker, SQL, Leadership, Communication, Collaboration, Data validation"
"41001","senior data scientist","Israel","USD",56000,120000,"ai-jobs.net","phd",7,"Asia","Israel","A/B testing, Deep Learning, Engineering, FinTech, Keras, Machine Learning, Matplotlib, ML models, Pandas, Python, PyTorch, R, R&D, Research, Scikit-learn, SQL, Statistics, Testing, Leadership, Collaboration, Data collection, PhD, Data science, XGBoost, Feature selection, Programming, Data visualization, Communication"
"41063","senior data analyst","United Kingdom","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","A/B testing, Business Intelligence, Computer Science, ETL, Mathematics, Metabase, Python, SQL, Statistics, Tableau, Testing, Collaboration, Data visualization, Hypothesis testing"
"41147","data scientistdata analytics specialist to cxsales","Sweden","USD",129000,185000,"ai-jobs.net",NA,3,"Europe","Sweden","CX, Data analysis, Engineering, Machine Learning, Python, R, SQL, .NET, Data science"
"41015","machine learning engineer principal","United States","USD",131000,201000,"ai-jobs.net","master",10,"Americas","United States","Airflow, Architecture, AWS, Big Data, Computer Science, Databricks, Data pipelines, DevOps, Engineering, GitHub, Kafka, Machine Learning, MLFlow, ML models, Model training, Pipelines, Privacy, Python, Scala, Security, Spark, Leadership, Data engineering, Data science, Collaboration, Machine learning algorithms, Communication, Terraform, Scripting, C++"
"41073","senior deep learning compiler engineer ii","United States","USD",163000,NA,"ai-jobs.net",NA,2,"Americas","United States","Architecture, Computer Vision, CUDA, Deep Learning, Engineering, GPU, Machine Learning, ML models, PyTorch, TensorFlow, TensorRT, Collaboration, Optimization, C++, Testing, Programming, Travel"
"41072","data analytics manager","Philippines","USD",109000,140000,"ai-jobs.net",NA,7,"Asia","Philippines","A/B testing, Credit risk, Data Analytics, FinTech, Python, R, SQL, C, Problem solving, Teamwork"
"41035","data engineer","United States","USD",95000,171000,"ai-jobs.net",NA,NA,"Americas","United States","Agile, Architecture, AWS, C++, CI/CD, Computer Science, Computer Vision, Data Analytics, DynamoDB, Engineering, Kafka, Kinesis, Machine Learning, ML models, MongoDB, NoSQL, Privacy, Python, Redshift, Ruby, Scala, Spark, Data science, Problem solving, Collaboration, Data storage, Unstructured data, Programming, C, Automation, Communication"
"41124","software ingenieur machine learning in der physikalischen halbleiteranalyse wmdiv","Germany","USD",62000,115000,"ai-jobs.net","master",NA,"Europe","Germany","Computer Vision, Git, Keras, Machine Learning, MATLAB, NumPy, OpenCV, Pandas, Python, PyTorch"
"41084","manager data engineering de big data aws","India","USD",115000,180000,"ai-jobs.net",NA,8,"Asia","India","Agile, Airflow, Architecture, Athena, AWS, Azure, Big Data, Bigtable, Cassandra, Consulting, Data governance, Data pipelines, DynamoDB, ELT, Engineering, ETL, Flink, GCP, Hadoop, HBase, Informatica, Kafka, Kubernetes, MPP, NoSQL, Oozie, Pipelines, Privacy, Pulsar, Python, Scala, Security, Spark, SQL, Streaming, Problem solving, Creativity, Data engineering, Data storage, Automation, Cloud computing, Programming, Distributed computing, Leadership, Data processing, Data visualization, Data security, Talend, Optimization, Communication"
"41092","senior data engineer","India","USD",115000,180000,"ai-jobs.net","master",3,"Asia","India","Agile, Clustering, Computer Science, Data governance, Data Mining, DB2, Engineering, Git, Hadoop, HBase, MySQL, NoSQL, R, R&D, Scala, Spark, Statistical modeling, Statistics, Data engineering, Leadership, Decision trees, Business acumen, Collaboration"
"41123","project manager ainlp lille","France","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","France","Machine Learning, NLP, Collaboration"
"40991","senior ai engineer","Vietnam","USD",55000,102000,"ai-jobs.net",NA,5,"Asia","Vietnam","Architecture, Computer Science, Deep Learning, Distributed Systems, Docker, E-commerce, GCP, Keras, Kubernetes, Machine Learning, Mathematics, Microservices, Privacy, Python, PyTorch, Research, Statistics, Collaboration, Machine learning algorithms, Data science, Data collection, Data driven decision making, Programming, TensorFlow, Unix, Communication"
"41031","data engineer ii","United States","USD",115000,180000,"ai-jobs.net",NA,3,"Americas","United States","Airflow, APIs, AWS, Banking, Computer Science, DynamoDB, EC2, Elasticsearch, Engineering, ETL, Finance, FinTech, Hadoop, Kinesis, Kubernetes, Lambda, Machine Learning, Mathematics, ML models, MongoDB, MVPs, Python, Redshift, Scala, Spark, Data science, API, Terraform, Data engineering, Distributed computing"
"41042","staff data engineer full time remote","India","USD",115000,180000,"ai-jobs.net",NA,8,"Asia","India","APIs, BigQuery, Data visualization, Data warehouse, ELT, Engineering, Hadoop, Kafka, Linux, NoSQL, Pipelines, Shell scripting, Spark, SQL, Streaming, Data modeling, Communication, Collaboration, Leadership, Data engineering, Unstructured data"
"41008","machine learning operations intern summer","United States",NA,NA,NA,"ai-jobs.net",NA,NA,"Americas","United States","AWS, Azure, Computer Science, Databricks, GCP, Linux, Machine Learning, MLFlow, MLOps, Python, Research, Collaboration, Security, Problem solving, Programming"
"41065","entry level data analysts manpower data analytics academy","Greece","USD",42000,60000,"ai-jobs.net",NA,NA,"Europe","Greece","Computer Science, Data analysis, Data Analytics, Engineering, Git, Mathematics, Physics, Python, SQL, Scripting, STEM"
"41039","data engineer flights  remote","United States","USD",115000,180000,"ai-jobs.net",NA,3,"Americas","United States","Airflow, Amplitude, AWS, BigQuery, Business Intelligence, Cassandra, Computer Science, Dataflow, Data pipelines, Data strategy, Data Studio, Data Warehousing, ETL, FinTech, GCP, Google Cloud, Hadoop, HBase, Kafka, Machine Learning, Mathematics, Pipelines, Python, Scala, Shell scripting, Spark, Statistics, Tableau, Data storage, Data processing, Terraform, Collaboration, Unix, Travel, Machine learning algorithms"
"40995","senior software engineer data","United States","USD",160000,2e+05,"ai-jobs.net","bachelor",7,"Americas","United States","Architecture, Computer Science, Data Analytics, Distributed Systems, Engineering, Python, R, Research, Scala, SQL, Statistics, Leadership, Collaboration, Big Data, Testing"
"41106","data analyst mf","Portugal","USD",92000,130000,"ai-jobs.net",NA,3,"Europe","Portugal","Agile, Consulting, Engineering, GitHub, Industrial, Jira, Oracle, Power BI, Python, R, Spark, SQL, Communication, Project management, Collaboration, Automation, Data visualization, Tableau, Creativity"
"41066","data analytics lead","Ireland","USD",51000,94000,"ai-jobs.net","master",5,"Europe","Ireland","APIs, Data Analytics, FinTech, KPIs, Power BI, SQL, Statistics, Tableau, Communication, Google Analytics, Testing, Storytelling"
"41085","thesis cooperative collision avoidance for autonomous vehicles","Germany","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","Germany","Computer Science, Cybernetics, Engineering, Machine Learning, Mathematics, MATLAB, Python, Spark, Collaboration"
"40997","software engineer data engineering","Japan","USD",115000,180000,"ai-jobs.net",NA,2,"Asia","Japan","Airflow, Architecture, AWS, Azure, Big Data, Cassandra, Computer Science, Data pipelines, Data quality, Engineering, ETL, Flink, GCP, GitHub, Google Cloud, Hadoop, HDFS, Machine Learning, Open Source, Pipelines, Python, RDBMS, Spark, Data engineering, Leadership, Programming, SQL, Data modeling, Data storage, Optimization, Data science"
"41003","staff data scientist experimentation manager","United States","USD",2e+05,3e+05,"ai-jobs.net","phd",8,"Americas","United States","Biology, Causal inference, Clustering, Computer Science, Data analysis, Deep Learning, Economics, Engineering, GCP, Google Cloud, Industrial, Machine Learning, Mathematics, Pandas, PhD, Physics, Python, R, Research, SQL, Statistics, Data science, Experiment design, Collaboration, Leadership, Communication, Bioinformatics, Problem solving, Hypothesis testing, Statistical analysis, Programming, Scripting"
"41133","senior embedded c engineer for computer vision robotics","Poland","USD",62000,115000,"ai-jobs.net",NA,3,"Europe","Poland","Agile, C++, CI/CD, Computer Science, Computer Vision, Docker, Engineering, Linux, Machine Learning, Mathematics, ML models, Model deployment, Physics, Python, PyTorch, Research, Robotics, TensorRT, Testing, C, Unix"
"41055","data analyst business service centre","Singapore","USD",92000,130000,"ai-jobs.net","bachelor",3,"Asia","Singapore","Big Data, Chatbots, Computer Science, Data analysis, Data Analytics, Data visualization, Elasticsearch, Mathematics, Power BI, QlikView, Spark, Statistics, Problem solving, Critical thinking, Communication"
"41089","data engineer","United States","USD",115000,180000,"ai-jobs.net",NA,5,"Americas","United States","Agile, APIs, Architecture, AWS, Azure, Big Data, ELT, ETL, GCP, MS SQL, NoSQL, Pipelines, Python, RDBMS, Security, SQL, SSIS, Collaboration, Data storage, Data processing, Data security, Testing, Problem solving"
"41049","data operation specialist","Israel","USD",50000,93000,"ai-jobs.net",NA,NA,"Asia","Israel","Data analysis, Data quality, Machine Learning, Python, Research, SQL, Collaboration, Data science, Machine learning algorithms, Problem solving, Project management, Communication"
"40998","senior software engineer data archive remote","Finland","USD",56000,104000,"ai-jobs.net",NA,NA,"Europe","Finland","Agile, APIs, Architecture, AWS, CI/CD, DevOps, Docker, Engineering, Finance, Golang, Kubernetes, Microservices, Pipelines, Radar, Research, REST API, Security, Teamwork, Curiosity, Data storage, API, Terraform"
"41115","data scientist","Luxembourg","USD",129000,185000,"ai-jobs.net","master",NA,"Europe","Luxembourg","Agile, APIs, AWS, Azure, Business Intelligence, Computer Science, Computer Vision, Deep Learning, Flask, Machine Learning, Mathematics, ML models, NLP, Pipelines, Python, PyTorch, Recommender systems, Scikit-learn, Scrum, Data visualization, Data processing, Statistics, Programming, Cloud computing, Problem solving, Leadership, Communication, Collaboration, Creativity"
"41117","data scientist","Portugal","USD",129000,185000,"ai-jobs.net",NA,3,"Europe","Portugal","Agile, Banking, Computer Science, Data analysis, Data management, Data visualization, Engineering, ETL, Excel, Hadoop, Jupyter, Kanban, Machine Learning, Mathematics, NLP, Pipelines, Python, Research, Scala, Scrum, Spark, SQL, Statistics, Collaboration, Data processing, Data cleaning, Data science, Machine learning algorithms, Decision trees, Natural Language Processing, C++, TensorFlow, Model evaluation, Agile methodologies, Travel"
"40996","senior data engineer data platforms","Canada","USD",115000,180000,"ai-jobs.net",NA,NA,"Americas","Canada","Airflow, Architecture, BigQuery, Biology, Chemistry, CI/CD, Data warehouse, Drug discovery, Engineering, GCP, Google Cloud, Machine Learning, Pipelines, PostgreSQL, Automation, Data visualization, Collaboration, Data processing, Python"
"41009","senior software engineer machine learning","United States","USD",183000,275000,"ai-jobs.net",NA,4,"Americas","United States","Architecture, Big Data, BigQuery, Cassandra, Computer Science, Computer Vision, Deep Learning, DevOps, Distributed Systems, Engineering, Flink, Golang, GraphQL, Kafka, Machine Learning, ML infrastructure, NLP, Python, Scala, Collaboration, Natural Language Processing, Testing, Programming, Communication"
"41000","data scientist genetics and indications","United States","USD",129000,185000,"ai-jobs.net","phd",3,"Americas","United States","Biology, D3, Data Analytics, Data visualization, Docker, Drug discovery, Flask, Genetics, Git, Jupyter, Machine Learning, NLP, Pipelines, Python, R, Research, Statistics, Bioinformatics, PhD, Testing, Data science, Communication, Natural Language Processing, Collaboration"
"41002","staff data scientist sponsored ads manager","United States","USD",2e+05,3e+05,"ai-jobs.net","phd",8,"Americas","United States","Biology, Causal inference, Clustering, Computer Science, Data analysis, Deep Learning, Economics, Engineering, GCP, Google Cloud, Industrial, Machine Learning, Mathematics, Pandas, PhD, Physics, Python, R, Research, SQL, Statistics, Data science, Experiment design, Collaboration, Leadership, Communication, Bioinformatics, Problem solving, Hypothesis testing, Statistical analysis, Programming, Scripting"
"41024","senior manager contact data strategy","United States","USD",86000,185000,"ai-jobs.net","bachelor",12,"Americas","United States","Architecture, Computer Science, Data management, Data quality, Data strategy, KPIs, Privacy, Python, R, R&D, Research, SAS, .NET, Leadership, Collaboration, Data science, SQL"
"41050","data architect","United Kingdom","USD",135000,195000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","Agile, Architecture, AWS, Azure, CI/CD, Data Warehousing, DevOps, Elasticsearch, ELK, Engineering, ETL, Hadoop, Kafka, Kinesis, MariaDB, MongoDB, MySQL, Oracle, PostgreSQL, Python, R, Redshift, Scala, Scrum, SDLC, Splunk, SQL, Data engineering, Leadership, Problem solving, Testing, Collaboration, Curiosity"
"41052","staff sw engineer computer vision","United States","USD",160000,180000,"ai-jobs.net","phd",NA,"Americas","United States","Agile, AWS, Big Data, Classification, Computer Science, Computer Vision, Deep Learning, Keras, Kubernetes, Machine Learning, Mathematics, ML models, OpenCV, Physics, Python, PyTorch, Research, Scikit-learn, Security, Statistics, TensorFlow, Cloud computing, Open Source, Testing, Collaboration, Data science, Communication, PhD, Data visualization, Programming, Travel"
"41005","senior data scientist","India","USD",129000,185000,"ai-jobs.net",NA,5,"Asia","India","Airflow, Clustering, Data quality, Engineering, Excel, Machine Learning, NLP, Pandas, Python, Scikit-learn, Snowflake, SQL, Statistical modeling, Statistics, Collaboration, Data science, Unstructured data, Leadership, Curiosity, Time series analysis, Natural Language Processing"
"41028","ml supportml ops team lead belgrade","Serbia","USD",62000,115000,"ai-jobs.net",NA,5,"Europe","Serbia","AWS, C++, Computer Vision, Engineering, FinTech, Machine Learning, ML infrastructure, MLOps, OCR, Creativity, Collaboration, Data science, Python, C, Curiosity, Travel"
"41076","consultant data visualisation hf","France","USD",56000,105000,"ai-jobs.net",NA,NA,"Europe","France","Agile, Architecture, Big Data, Blockchain, Business Intelligence, DevOps, ETL, GitLab, Power BI, Qlik, QlikView, Data visualization, Tableau"
"41006","ind new data scientist data management","India","USD",129000,185000,"ai-jobs.net",NA,5,"Asia","India","Agile, C++, Classification, Data Analytics, Data management, Engineering, Feature engineering, Haskell, Mathematics, MATLAB, ML models, Model training, Perl, Physics, Prototyping, Python, R, SAS, Scala, SQL, Statistics, Data science, Testing, Collaboration, Automation, Experiment design, Programming, C, Problem solving, Communication, Leadership"
"41064","sales data analyst","Mexico","USD",56000,105000,"ai-jobs.net","bachelor",2,"Americas","Mexico","Data analysis, Economics, Excel, Finance, Power BI, Statistics, Collaboration, Tableau, Communication"
"41013","doctorate intern in machine learning and reasoning","United States","USD",110000,NA,"ai-jobs.net","phd",NA,"Americas","United States","Deep Learning, Machine intelligence, Machine Learning, Privacy, Python, PyTorch, R, Research, Robotics, TensorFlow, Reinforcement learning, Programming, PhD, Testing"
"41030","lead data engineer sydney or christchurch","Australia","USD",73000,120000,"ai-jobs.net",NA,NA,"Oceania","Australia","Athena, Avro, AWS, Azure, Big Data, BigQuery, CI/CD, Databricks, Data Warehousing, DevOps, Docker, Engineering, Flink, GCP, GitHub, Golang, JSON, Kafka, Kubernetes, Machine Learning, Parquet, Python, Rust, Scala, Security, Snowflake, Spark, Streaming, Terraform, Testing, Data engineering, Collaboration, Unstructured data, Programming, Data storage"
"41057","business intelligence data analyst i","United Kingdom","USD",75000,130000,"ai-jobs.net","bachelor",1,"Europe","United Kingdom","Agile, APIs, Business Intelligence, Data analysis, Data quality, Data warehouse, Engineering, Mathematics, Security, SQL, Collaboration, Tableau, Aggregation, Communication"
"41026","senior software engineer big data","Romania","USD",56000,104000,"ai-jobs.net",NA,NA,"Europe","Romania","Airflow, Architecture, AWS, Big Data, Computer Science, Data Analytics, Databricks, Data pipelines, Data warehouse, Engineering, ETL, Kafka, Machine Learning, MLOps, Pipelines, Python, Scala, Spark, Data science, Data engineering, Data visualization, Data modeling, SQL, Communication, Collaboration"
"41067","junior data analyst","United Kingdom","USD",62000,135000,"ai-jobs.net",NA,NA,"Europe","United Kingdom","Excel, KPIs, Power BI, SQL, C"
"40992","bi developer","India","USD",55000,102000,"ai-jobs.net","bachelor",NA,"Asia","India","Business Intelligence, Computer Science, Data analysis, Data warehouse, E-commerce, ETL, FiveTran, Oracle, Snowflake, SQL, Tableau, Data visualization, Testing, Problem solving, Communication"
"41061","junior consultant data analytics","Austria","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","Austria","Agile, Data Analytics, Machine Learning, NLP, Pandas, Python, Scikit-learn, Automation, Data science, Natural Language Processing, Tableau"
"41087","lead data science engineer","India","USD",55000,102000,"ai-jobs.net","master",10,"Asia","India","Azure, Computer Science, Data analysis, Deep Learning, Engineering, Keras, Machine Learning, Python, Statistics, Machine learning algorithms, Collaboration, TensorFlow, Programming, Problem solving, Communication"
"41037","data engineering manager","United States","USD",172000,192000,"ai-jobs.net",NA,4,"Americas","United States","Airflow, Architecture, BigQuery, Data quality, Engineering, ETL, Looker, Machine Learning, Python, Data engineering, Collaboration, Data science, SQL, Communication, Curiosity, Data storage"
"41033","senior manager data engineering","United States","USD",2e+05,NA,"ai-jobs.net",NA,12,"Americas","United States","Airflow, BigQuery, Computer Science, Dataflow, Data pipelines, Engineering, Kafka, Machine Learning, ML infrastructure, Pipelines, SDLC, Spark, Data engineering, Automation, Data science, Streaming, Data processing, Problem solving, Leadership, Travel"
"41032","staff data engineer","United States","USD",210000,290000,"ai-jobs.net",NA,8,"Americas","United States","Airflow, APIs, BigQuery, Business Intelligence, Data pipelines, Data quality, Data warehouse, Engineering, ETL, Kafka, Looker, Machine Learning, Pipelines, Privacy, Python, Scala, SDLC, SQL, Tableau, Teamwork, Data engineering, Collaboration, Data science, Programming, Optimization, Unstructured data"
"40999","sr data scientist nlp","India","USD",129000,185000,"ai-jobs.net","phd",5,"Asia","India","Computer Science, Engineering, Mathematics, NLG, NLP, PhD, Python, Curiosity, Collaboration, Research, Programming, Communication, Problem solving"
"41074","deep learning engineer","United States","USD",1e+05,150000,"ai-jobs.net","phd",NA,"Americas","United States","Architecture, Big Data, Deep Learning, Distributed Systems, Engineering, GANs, GCP, Keras, Machine Learning, PhD, Python, Research, Statistics, TensorFlow, Collaboration, Transformers, Data science, Statistical analysis"
"41025","staff senior staff software engineer ml infrastructure and ops","United States","USD",174000,276000,"ai-jobs.net","master",5,"Americas","United States","APIs, Architecture, AWS, Computer Science, Deep Learning, Docker, Engineering, GCP, GraphQL, JavaScript, Kubernetes, LLMs, Machine Learning, ML infrastructure, NLP, Python, Research, Terraform, Leadership, Problem solving"
"41044","data engineer","Singapore","USD",73000,120000,"ai-jobs.net",NA,NA,"Asia","Singapore","Agile, Ansible, API Development, APIs, Architecture, DataOps, DevOps, Docker, Elasticsearch, Engineering, Git, GitLab, Golang, Hadoop, Kafka, Kubernetes, MongoDB, MySQL, NoSQL, Python, REST API, Ruby, Spark, Splunk, Teamwork, Microsoft SQL Server, Scripting, Data storage, SQL, Cloud computing, Collaboration, Communication"
"41022","sr analytics engineer","United States","USD",106000,197000,"ai-jobs.net","master",5,"Americas","United States","Airflow, Engineering, ETL, JSON, Looker, Power BI, Python, SQL, Data science, Communication, Data engineering, Tableau, Scripting"
"41051","artificial intelligence prompt engineer intership","Spain","USD",39000,73000,"ai-jobs.net",NA,NA,"Europe","Spain","JavaScript, NLP, Programming, Python, Natural Language Processing, Communication"
"41059","junior operations and data analyst","Cyprus","USD",42000,60000,"ai-jobs.net",NA,NA,"Asia","Cyprus","Computer Science, Crypto, Data analysis, Economics, Engineering, Excel, Finance, Market research, Mathematics, Collaboration, Problem solving, Communication, Programming, Creativity"
"41070","jr logistics data analyst tableau","Mexico","USD",62000,135000,"ai-jobs.net","bachelor",3,"Americas","Mexico","Computer Science, Economics, Excel, Finance, Mathematics, Power BI, Research, Statistics, Communication, Tableau, Microsoft Office"
"41010","senior staff machine learning engineer","Canada","USD",158000,269000,"ai-jobs.net","phd",4,"Americas","Canada","Agile, Architecture, Computer Science, Deep Learning, Engineering, Linear algebra, Machine Learning, ML models, Model deployment, PhD, Pipelines, Python, PyTorch, Research, Robotics, Scrum, Statistics, TensorFlow, TensorRT, Collaboration, Data storage, C++, Problem solving, Model tuning, Optimization, Testing"
"41048","clinical data operator","United States","USD",44000,81000,"ai-jobs.net",NA,1,"Americas","United States","Genetics, Privacy, Security, Communication, Critical thinking, Testing, Collaboration, Data collection"
"41034","staff data engineer","Canada","USD",62000,115000,"ai-jobs.net",NA,5,"Americas","Canada","APIs, Architecture, CI/CD, Data Analytics, Data pipelines, Distributed Systems, Engineering, Kafka, Machine Learning, ML models, Pipelines, Privacy, Scala, Security, Spark, Cybersecurity, Collaboration, Data science, Data driven decision making, Streaming, Programming"
"41027","senior ai research engineer large language models","United States","USD",148000,230000,"ai-jobs.net","master",NA,"Americas","United States","Architecture, Computer Science, Deep Learning, Engineering, HuggingFace, LLMs, Machine Learning, NLP, Open Source, Python, PyTorch, Research, spaCy, TensorFlow, Natural Language Processing, Data collection, Problem solving, Testing"
"41045","data engineer","Spain","USD",95000,171000,"ai-jobs.net",NA,5,"Europe","Spain","Agile, Airflow, Architecture, AWS, CI/CD, Data Analytics, Data management, Engineering, GitLab, Hadoop, Linux, Machine Learning, Python, Security, Spark, SQL, Data engineering, Terraform, Unix, Problem solving, Communication"
"41017","data management assistant","Malaysia","USD",45000,84000,"ai-jobs.net","master",2,"Asia","Malaysia","Computer Science, D3, Data analysis, Data management, Data quality, Data visualization, Excel, Power BI, Python, R, Research, Data collection, Programming, Data processing, Collaboration, Data validation, Data cleaning, SPSS, Statistics, Communication"
"41012","machine learning data engineer","United States","USD",65000,104000,"ai-jobs.net","phd",NA,"Americas","United States","APIs, AWS, Banking, Credit risk, Data pipelines, Data quality, Distributed Systems, Engineering, ETL, Feature engineering, Finance, FinTech, JSON, Lambda, Machine Learning, ML models, Model training, Pipelines, Python, SageMaker, Snowflake, Collaboration, Problem solving, Data science, Data engineering, SQL, Unix, Command line, API, Communication"
"41058","hr systems and data analyst","Greece","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Greece","Computer Science, Jira, Privacy, Security, Collaboration, Testing"
"41071","data analyst","Philippines","USD",92000,130000,"ai-jobs.net",NA,5,"Asia","Philippines","A/B testing, Credit risk, FinTech, Python, R, SQL, C, Problem solving, Teamwork"
"41016","nlp applied science internship","United States",NA,NA,NA,"ai-jobs.net","phd",NA,"Americas","United States","Computer Science, Engineering, HuggingFace, Machine Learning, Mathematics, NLP, PhD, Python, PyTorch, Research, Communication, Bioinformatics, Unstructured data"
"41021","analytics engineer","Czechia","USD",110000,184000,"ai-jobs.net",NA,NA,"Europe","Czechia","Airflow, Business Intelligence, Data pipelines, Data strategy, ELT, Engineering, Pipelines, Python, RDBMS, Snowflake, SQL, Data engineering, Leadership, Tableau, Data visualization, Optimization, Data modeling"
"41043","data engineer","Spain","USD",61000,135000,"ai-jobs.net",NA,NA,"Europe","Spain","AWS, Azure, Big Data, Databricks, ETL, GCP, Google Cloud, Hadoop, PySpark, Python, Snowflake, Spark, SQL"
"41041","senior data engineer contract","United Kingdom","USD",73000,120000,"ai-jobs.net",NA,5,"Europe","United Kingdom","Agile, Architecture, BigQuery, Consulting, Dataflow, Data pipelines, Dataproc, Engineering, ETL, Flink, GCP, Google Cloud, Hadoop, Looker, Machine Learning, Mathematics, ML models, Pipelines, Python, Spark, SQL, Tableau, Data engineering, Data science, Data visualization, Data processing, Programming, Big Data, Communication, Curiosity, Testing, Collaboration, Open Source"
"40994","vision engineer octiva","Netherlands","USD",51000,94000,"ai-jobs.net","master",NA,"Europe","Netherlands","Computer Vision, CUDA, Deep Learning, GPU, Linux, Machine Learning, OpenCV, Python, Robotics, SLAM, Testing, Data visualization, Automation, Collaboration, C, Visual SLAM, Creativity, Optimization"
"40989","entry level data scientist","United States","USD",39000,1e+05,"ai-jobs.net",NA,1,"Americas","United States","Chemistry, Data science, Testing"
"40975","senior data analyst","Romania","USD",92000,130000,"ai-jobs.net","master",5,"Europe","Romania","A/B testing, Angular, APIs, Architecture, Big Data, Data management, GCP, Google Cloud, Looker, Node.js, Power BI, React, SQL, Collaboration, Optimization, Google Analytics, Travel"
"40964","data scientist in manufacturing digitalization and it","Malaysia","USD",129000,185000,"ai-jobs.net","bachelor",5,"Asia","Malaysia","Big Data, Computer Science, Data analysis, Data Analytics, Engineering, Hadoop, Machine Learning, Minitab, Power BI, Python, R, Spark, SQL, Statistics, Problem solving, Machine learning algorithms, Programming, SPSS, Tableau, Communication"
"40948","data analyst","United States","USD",42000,60000,"ai-jobs.net","master",1,"Americas","United States","Computer Science, Data analysis, Engineering, Finance, Mathematics, Power BI, Python, Qlik, R, SQL, Statistics, Collaboration, Data engineering, Data visualization, Tableau"
"40954","senior data analyst controlling","Poland","USD",92000,130000,"ai-jobs.net",NA,NA,"Europe","Poland","Data Studio, GCP, KPIs, Python, SQL, Tableau, Google Analytics"
